cod interno do cliente,Descrição,codigo fornecedores,Detalhe,Aplicação,Diam.Copinho,Diam.Rolamento,Face a Face Cruzeta
310.32.RAP,PORCA DA PONTEIRA,SC10355,CARDAN E DIFERENCIAL/PONTA FIXA ROSCA 45.00X1.50mm,MB 1924A/MB 1932/MB 1935,,,
310.32A.IMA,PORCA DA PONTEIRA,AL226,DIFERENCIAL/PINHAO ROSCA 55.00X1.50mm,MB 1932/MB 1935/MB 1941,,,
310.32A.RAP,PORCA DA PONTEIRA,SC10354,DIFERENCIAL/PINHAO ROSCA 55.00X1.50mm,MB 1932/MB 1935/MB 1941,,,
310.33.LN,PARAFUSO DO FLANGE COM PORCA,41.030,16.00X45.00mm/CABECA SEXTAVADO 24.00mm/PORCA COM ARRUELA DE PRESSAO,MB 1924A/MB 1932/MB 1935,,,
310.33.PA,PARAFUSO DO FLANGE COM PORCA,500542,16.00X45.00mm/CABECA SEXTAVADO 24.00mm/PORCA AUTOTRAVANTE,MB 1924A/MB 1932/MB 1935,,,
310.33A.PA,PARAFUSO DO FLANGE,4111626,16.00X60.00mm,MB 1924A/MB 1932/MB 1935,,,
310.36.SR,BASE DE FIXACAO DO SUPORTE,R771,BASE FIXACAO LATERAL ESQUERDA E DIREITA DO MANCAL CENTRAL,MB 1924A/MB 1932/MB 1935,,,
310.36A.SR,BASE DE FIXACAO DO SUPORTE,R772,BASE FIXACAO LATERAL ESQUERDA E DIREITA DO MANCAL CENTRAL,MB 1630/MB 1935/MB 1941,,,
310.40.SB,RETENTOR RODA DIANTEIRA,1974PRO,15X15X2MM,MB 1935/1938,,,
310.T1.RAP,CARDAN COMPLETO,SK518,CONJUNTO COMPLETO ENTRE DIFERENCIAIS 30 ESTRIAS (E) CRUZETA 2055005,VOLVO FH13 - FH16 - FH560 - FH,,,57.0mm
312615040005,EIXO 295105 MANITOU,312615040005,,BEM FAZENDA BRASILEIRO,,,
31594,ROLAMENTO EIXO ENTALHADO,31594/31520,DIANTEIRO,TROLLER 2.8/RANGER/BLASER,,,
320.10.CC,CRUZETA DO CARDAN,2636,ENTRE DIFERENCIAIS,MB 2635,53.00mm,,135.00mm
320.10.DIST,CRUZETA DO CARDAN,CZ286,ENTRE DIFERENCIAIS,MB 2635,53.00mm,,135.00mm
320.10.LN,CRUZETA DO CARDAN,801028,ENTRE DIFERENCIAIS,MB 2635,53.00mm,,135.00mm
320.10.STH,CRUZETA DO CARDAN,CZ286,ENTRE DIFERENCIAIS,MB 2635,53.00mm,,135.00mm
320.11.LN,GARFO DO CARDAN,41.132,ENTRE DIFERENCIAIS/BASE DE SOLDA Ө 90.00mm,MB 2635,53.00mm,,135.00mm
320.11.RAP,GARFO DO CARDAN,S365,ENTRE DIFERENCIAIS/BASE DE SOLDA Ө 90.00mm,MB 2635,53.00mm,,135.00mm
320.11.SC,GARFO DO CARDAN,SG13,ENTRE DIFERENCIAIS/BASE DE SOLDA Ө 90.00mm,MB 2635,53.00mm,,135.00mm
320.16.LN,FLANGE DE ORELHA,41.217,4 FUROS Ө 13.00mm/DISCO Ө 165.00mm/RANHURADO,MB 2635,53.00mm,,135.00mm
320.16.RAP,FLANGE DE ORELHA,S204,4 FUROS Ө 13.00mm/DISCO Ө 165.00mm/RANHURADO,MB 2635,53.00mm,,135.00mm
320.16A.RAP,FLANGE DE ORELHA,S644,4 FUROS /DISCO Ө 150.00mm/RANHURADO,MB AXOR 2835,53.00mm,,135.00mm
320.24.RAP,CONJUNTO ENTRE DIFERENCIAIS,SK509,FACE A FACE FECHADO 670.00mm,MB 2429/2635/2638,53.00mm,,135.00mm
320.T1.RAP,CARDAN COMPLETO,SK006,ENTRE DIFERENCIAIS MAN TGX CRUZETA CZ286,MAN TGX 6X4 / MB 2635,53.00mm,30.00mm,135.00mm
32008X,ROLAMENTO,32008X NSK,ALTURA 30 cm/LARGURA 30cm/COMPRIMENTO 30,,,,
3299657,CARDAN 3299657 REC CAT 950H,3299657,,DIVERSAS,,,
330.10.CC,CRUZETA DO CARDAN,2635,TRAVA INTERNA/CHASSI PRETO,MB 1941,68.00mm,,95.00mm
330.10.SPI,CRUZETA DO CARDAN,5.12018X,ITEM NAO E MAIS COMERCIALIZADO PELA SPICER,MB 1941,68.00mm,,95.00mm
330.10.STH,CRUZETA DO CARDAN,CZ276,TRAVA INTERNA/CHASSI PRETO,MB 1941,68.00mm,,95.00mm
330.11.LN,GARFO DO CARDAN,41.372,TRAVA INTERNA/CHASSI PRETO/BASE DE SOLDA Ө 130.30mm,MB 1941,68.00mm,,95.00mm
330.11.RAP,GARFO DO CARDAN,S628,TRAVA INTERNA/CHASSI PRETO/BASE DE SOLDA Ө 130.30mm,MB 1941,68.00mm,,95.00mm
330.16.LN,FLANGE DE ORELHA,41.192,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO/TRAVA INTERNA,MB 1941,68.00mm,,95.00mm
330.16.RAP,FLANGE DE ORELHA,S629,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO/TRAVA INTERNA,MB 1941,68.00mm,,95.00mm
330.16.RCB,FLANGE DE ORELHA,RCB(S629),4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO/TRAVA INTERNA,MB 1941,68.00mm,,95.00mm
330.17.RAP,FLANGE DE ACOPLAMENTO,S637,CARDAN/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1941,,,
330.18.TB,TUBO DO CARDAN 140.00x5.00,001240 CT,(140.00X5.00mm)Ө EXT=140.00mm/Ө INT=130.00mm/ESPESSURA=5.00mm/APLICA SERIE 330 E 340,MB 1941,,,
330.22.LN,LUVEIRA DO CARDAN,41.144,30 ESTRIAS/BASE DE SOLDA Ө 130.30mm/MONTA COM PONTUVA 41.143(LNG),MB 1941,,,
330.23.LN,PONTUVA DO CARDAN,41.143,30 ESTRIAS/PROJETO GWB/TIPO ORIGINAL MB CHASSI PRETO/APLICA LUVEIRA 41.144(LNG),MB 1941,68.00mm,,95.00mm
340.10.CC,CRUZETA DO CARDAN,1944,TRAVA INTERNA,MB 1944 AXOR,68.00mm,,117.00mm
340.10.STH,CRUZETA DO CARDAN,CZ278,COM GRAXEIRO / TRAVA INTERNA,AXOR 2035/ 2040/ 2044,68.00mm,,117.00mm
340.11.RAP,GARFO DO CARDAN,S611,TRAVA INTERNA/BASE DE SOLDA Ө 130.30mm,MB 1944 AXOR,68.00mm,,117.00mm
340.15.RAP,PONTEIRA FIXA,SP3024,APLICA FLANGE S624 (RAP)/BASE DE SOLDA Ө 130.00mm,MB 1944 AXOR/MB 1941,,70.00mm,
340.16.RAP,FLANGE DE ORELHA,S612,4 FUROS Ө 15.50mm/DISCO Ө 200.00mm/RANHURADO/TRAVA INTERNA,MB 1944 AXOR,68.00mm,,117.00mm
340.17.RAP,FLANGE DE ACOPLAMENTO,S624,CARDAN/4 FUROS Ө 15.50mm/DISCO Ө 200.00mm/RANHURADO,MB 1944 AXOR,,,
340.17A.RAP,FLANGE DE ACOPLAMENTO,S610,DIFERENCIAL/31 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 200.00mm/RANHURADA/Ө RETENTOR 84.90MM,DIFERENCIAL MB 1944/2644 AXOR,,,
340.27.LN,MANCAL COMPLETO CARDAN,41.483,70 MM C/BICO GRAX.(REFIL R-1027),CONST.31.330 /31.370 FH 400/ F,,70.00mm,
340.27.SR,MANCAL COMPLETO CARDAN,R3090,PROJETO SUPORTE REI,MB 1944 AXOR,,70.00mm,
340.27A.SR,MANCAL COMPLETO CARDAN,R3091,PROJETO SUPORTE REI/ROLAMENTO IMPORTADO,MB 1944 AXOR,,70.00mm,
340.32.LN,PARAFUSO DA PONTEIRA,41.631,PONTA FIXA ROSCA INTERNA 20.00X70.00X1.50mm,MB 1941 CHASSIS PRETO/ AXOR,,,
340.36.SR,BASE DE FIXACAO DO SUPORTE,R3320,BASE FIXACAO LATERAL ESQUERDA E DIREITA DO MANCAL CENTRAL,MB AXOR 3340/3344/4140,,,
350.10.ALB,CRUZETA DO CARDAN,ALBSPL140,,MB 1620E/VM 210/ MB ATEGO 2423,49.20mm,,140.00mm
350.10.CC,CRUZETA DO CARDAN,2644,N° ORIGINAL MB,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.10.DIST,CRUZETA DO CARDAN,NUJL140,,MB 1620E/VM 210/ MB ATEGO 2423,49.20mm,,140.00mm
350.10.MRT,CRUZETA DO CARDAN,801038,N° ORIGINAL MB,MB 1620E/VM 210/ MB ATEGO 2423,49.20mm,,140.00mm
350.10.NK,CRUZETA DO CARDAN,NUJL140,N° ORIGINAL MB,MB 1620E/VM 210/ MB ATEGO 2423,49.20mm,,140.00mm
350.10.RCB,CRUZETA DO CARDAN,350.RCB,N° ORIGINAL MB,MB 1620E/VM 210/ MB ATEGO 2423,49.20mm,,140.00mm
350.10.SPI,CRUZETA DO CARDAN,SPL140.1XS,N° ORIGINAL MB,MB 1620E/VM 210/ MB ATEGO 2423,49.20mm,,140.00mm
350.10.STH,CRUZETA DO CARDAN,CZ290,N° ORIGINAL MB,MB 1620E/VM 210/ MB ATEGO 2423,49.20mm,,140.00mm
350.10A.AMX,CRUZETA DO CARDAN,CTSPL140,,MB 1620E/VM 210/ MB ATEGO 2423,49.20mm,,140.00mm
350.10A.SPI,CRUZETA DO CARDAN,SPL140.XS,,MB 1620E/VM 210/ MB ATEGO 2423,49.20mm,,140.00mm
350.11.ALB,GARFO DO CARDAN,ALB140.28.17,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.11.IN,GARFO DO CARDAN,3211,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.11.LN,GARFO DO CARDAN,41.007,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.11.RAP,GARFO DO CARDAN,S342,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.11.RCB,GARFO DO CARDAN,350.RCB,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.11.SC,GARFO DO CARDAN,SG26,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.11.SPI,GARFO DO CARDAN,140.28.17,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.15.ALB,PONTEIRA FIXA,ALB140.53.11,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,,50.00mm,
350.15.LN,PONTEIRA FIXA,41.062,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,,50.00mm,
350.15.MEC,PONTEIRA FIXA,PT1037,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,,50.00mm,
350.15.NK,PONTEIRA FIXA,NC12006,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,,50.00mm,
350.15.RAP,PONTEIRA FIXA,SP3002,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,,50.00mm,
350.15.RCB,PONTEIRA FIXA,350.RCB,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,,50.00mm,
350.15.SPI,PONTEIRA FIXA,140.53.11,BASE DE SOLDA Ө 100.60mm,MB 1620E/VM 210/MB ATEGO 2423,,50.00mm,
350.16.RAP,FLANGE DE ORELHA,S355,4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.16.RCB,FLANGE DE ORELHA,RCB(S355),4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.16.SPI,FLANGE DE ORELHA,140.2.25,4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB 1620E/VM 210/MB ATEGO 2423,49.20mm,,140.00mm
350.17.RAP,FLANGE DE ACOPLAMENTO,S353,CARDAN/4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB ATEGO 1418/MB ATEGO 2423,49.20mm,,140.00mm
350.17.RCB,FLANGE DE ACOPLAMENTO,350.RCB,CARDAN/4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB ATEGO 1418/MB ATEGO 2423,49.20mm,,140.00mm
350.17A.RAP,FLANGE DE ACOPLAMENTO,S602,DIFERENCIAL 26 ESTRIAS/4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB ATEGO 1418/MB ATEGO 2423,49.20mm,,140.00mm
350.17B.RAP,FLANGE DE ACOPLAMENTO,S673,CAMBIO G85/6 26 ESTRIAS/4 FUROS Ө 12.00mm/DISCO Ө 150.00mm/RANHURADO/CX ALUMINIO,MB 1620E/1622/2423K,49.20mm,,140.00mm
350.17C.JR,FLANGE DE ACOPLAMENTO,S673,CAMBIO G85/6 26 ESTRIAS/4 FUROS Ө 12.00mm/DISCO Ө 150.00mm/RANHURADO/CX ALUMINIO,MB 1620E/1622/2423K,49.20mm,,140.00mm
350.18.TB,TUBO DO CARDAN 108.00x4.00,002060/001581 CT,(108.00X4.00mm)Ө EXT=108.00mm/Ө INT=100.00mm/ESPESSURA=4.00mm,MB 1620E/VM 230/ATEGO 2423,,,
350.18A.TB,TUBO DO CARDAN 108.00x5.50,001582 CT,(108.00X5.50mmX5.00),,,,
350.18B.TB,TUBO DO CARDAN 108.00x4.00,001581 CT,(108.00X4.00mmX5.900),,,,
350.19.ALB,TERMINAL YOKE CARDAN,ALB140.4.1381.1,38 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.19.IN,TERMINAL YOKE CARDAN,3033.N,38 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.19.LN,TERMINAL YOKE CARDAN,41.182,38 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.19.NK,TERMINAL YOKE CARDAN,NC14038,38 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.19.RAP,TERMINAL YOKE CARDAN,S336,38 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.19.RCB,TERMINAL YOKE CARDAN,RCB(140.4.138.1.1),38 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.19.SC,TERMINAL YOKE CARDAN,ST30,38 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.19.SPI,TERMINAL YOKE CARDAN,140.4.1381.1,38 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.19.STH,TERMINAL YOKE CARDAN,HTM619,38 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.19A.RAP,TERMINAL YOKE CARDAN,S683,38 ESTRIAS/FURO ROSCADO Ө 12.00mm/FERRO,MB 1620E/VM 230/MB ATEGO 2423,49.20mm,,140.00mm
350.20.RAP,TERMINAL YOKE CAMBIO,S645,26 ESTRIAS/RETENTOR Ө 69.90mm/FURO ROSCADO Ө 12.00mm/CAMBIO MB G85.6/CX ALUMINIO,MB 1620E/MB OF1722,49.20mm,,140.00mm
350.20.RCB,TERMINAL YOKE CAMBIO,350.RCB,26 ESTRIAS/RETENTOR Ө 69.90mm/FURO ROSCADO Ө 12.00mm/CAMBIO MB G85.6/CX ALUMINIO,MB 1620E/MB OF1722,49.20mm,,140.00mm
350.20.SPI,TERMINAL YOKE CAMBIO,140.4.1411.1,26 ESTRIAS/RETENTOR Ө 69.90mm/FURO ROSCADO Ө 12.00mm/CAMBIO MB G85.6/CX ALUMINIO,MB 1620E/MB OF1722,49.20mm,,140.00mm
350.20A.JR,TERMINAL YOKE DIFERENCIAL,S741,26 ESTRIAS/RETENTOR Ө 67.90mm/FURO ROSCADO Ө 12.00mm,MB 1620E/MB OF1722/ATRON 1719,49.20mm,,140.00mm
350.20A.RAP,TERMINAL YOKE CAMBIO,S641,38 ESTRIAS/RETENTOR Ө 70.00mm/FURO ROSCADO Ө 12.00mm/CAMBIO EATON,VM260 6X4/CAMBIO EATON,49.20mm,,140.00mm
350.20A.RCB,TERMINAL YOKE CAMBIO,RCB(S641),38 ESTRIAS/RETENTOR Ө 70.00mm/FURO ROSCADO Ө 12.00mm/CAMBIO EATON,VM260 6X4/CAMBIO EATON,49.20mm,,140.00mm
350.20B.RAP,TERMINAL YOKE CAMBIO,S705,30 ESTRIAS/RETENTOR Ө 70.00mm/FURO ROSCADO Ө 12.00mm/CAMBIO EATON,VM260 6X4/CAMBIO EATON,49.20mm,,140.00mm
350.21.RAP,TERMINAL YOKE DIFERENCIAL,S344,26 ESTRIAS/RETENTOR Ө 67.90mm/FURO ROSCADO Ө 12.00mm,MB 1620E/MB OF1722,49.20mm,,140.00mm
350.21.RCB,TERMINAL YOKE DIFERENCIAL,350.RCB,26 ESTRIAS/RETENTOR Ө 67.90mm/FURO ROSCADO Ө 12.00mm,MB 1620E/MB OF1722,49.20mm,,140.00mm
350.21.SPI,TERMINAL YOKE DIFERENCIAL,140.4.1281.1,26 ESTRIAS/RETENTOR Ө 67.90mm/FURO ROSCADO Ө 12.00mm,MB 1620E/MB OF1722,49.20mm,,140.00mm
350.21A.RAP,TERMINAL YOKE DIFERENCIAL,S601,39 ESTRIAS/RETENTOR Ө 76.20mm/FURO ROSCADO Ө 12.00mm,VOLVO VM210/VOLVO VM230,49.20mm,,140.00mm
350.21B.RAP,TERMINAL YOKE DIFERENCIAL,S660,46 ESTRIAS/RETENTOR Ө 83.00mm/FURO ROSCADO Ө 12.00mm,VOLVO VM260,49.20mm,,140.00mm
350.21B.RCB,TERMINAL YOKE DIFERENCIAL,RCB(S660),46 ESTRIAS/RETENTOR Ө 83.00mm/FURO ROSCADO Ө 12.00mm,VOLVO VM260,49.20mm,,140.00mm
350.21C.RAP,TERMINAL YOKE DIFERENCIAL,S606,"28 ESTRIAS (E) ROSCA M12X1,25",2423E(ELETRÔNICO 6X4) - Atego,49.20mm,,140.00mm
350.22.LN,LUVEIRA DO CARDAN,41.008,30 ESTRIAS/BASE DE SOLDA Ө 100.60mm/MONTA COM PONTUVA,MB 1620E/VM230/MB ATEGO 2423,,,
350.22.RAP,KIT LUVEIRA DO CARDAN,S609,30 ESTRIAS/BASE DE SOLDA Ө 100.60mm/MONTA COM PONTUVA S386(RAP),MB 1620E/VM230/MB ATEGO 2423,,,
350.22.RCB,KIT LUVEIRA DO CARDAN,350.RCB,30 ESTRIAS/BASE DE SOLDA Ө 100.60mm/MONTA COM PONTUVA S386(RAP),MB 1620E/VM230/MB ATEGO 2423,,,
350.23.LN,PONTUVA DO CARDAN,41.009,30 ESTRIAS/APLICA KIT S621(RAP)/MEDIDA=300.50mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA),MB 1620E/VM230/ATEGO 2423,49.20mm,,140.00mm
350.23.RAP,PONTUVA DO CARDAN,S386,30 ESTRIAS/APLICA KIT S621(RAP)/MEDIDA=300.50mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA),MB 1620E/VM230/ATEGO 2423,49.20mm,,140.00mm
350.23.RCB,PONTUVA DO CARDAN,RCB(S386),30 ESTRIAS/APLICA KIT S621(RAP)/MEDIDA=300.50mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA),MB 1620E/VM230/ATEGO 2423,49.20mm,,140.00mm
350.24.LN,KIT PONTUVA LUVEIRA,41.454,KIT COMPLETO,MB 1620E/VM 230/ATEGO 2423,49.20mm,,140.00mm
350.24.NK,KIT PONTUVA LUVEIRA,NC07002,KIT COMPLETO/LUVEIRA S609/PONTUVA S386/CAPA SC10369,MB 1620E/VM 230/ATEGO 2423,49.20mm,,140.00mm
350.24.RAP,KIT PONTUVA LUVEIRA,S621,KIT COMPLETO/LUVEIRA S609/PONTUVA S386/CAPA SC10369,MB 1620E/VM 230/ATEGO 2423,49.20mm,,140.00mm
350.24.RCB,KIT PONTUVA LUVEIRA,350.RCB,KIT COMPLETO/LUVEIRA S609/PONTUVA S386/CAPA SC10369,MB 1620E/VM 230/ATEGO 2423,49.20mm,,140.00mm
350.24.SPI,KIT PONTUVA LUVEIRA,58.00810031X,KIT COMPLETO,MB 1620E/VM 230/ATEGO 2423,49.20mm,,140.00mm
350.25.IMF,SUBCONJUNTO MANCAL CENTRAL,F1104,APLICA SERIE 350 E 380/BORRACHA COM ROLAMENTO/TIPO ORIGINAL COM CAVALETE,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.25.RCB,SUBCONJUNTO MANCAL CENTRAL,350.RCB,APLICA A SERIE 350 E 380/BORRACHA COM ROLAMENTO/TIPO ORIGINAL SEMCAVALETE,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.25.SPI,SUBCONJUNTO MANCAL CENTRAL,45.959CR,APLICA SERIE 230 E 250/SCANIA/BORRACHA COM ROLAMENTO/TIPO ORIGINAL COM CAVALETE,SCANIA 111/112,,50.00mm,
350.25.SR,SUBCONJUNTO MANCAL CENTRAL,R632R,APLICA SERIE 350 E 380/BORRACHA COM ROLAMENTO/TIPO ORIGINAL COM CAVALETE,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.25B.DIST,SUBCONJUNTO MANCAL CENTRAL,210121CR,APLICA A SERIE 350 E 380/BORRACHA COM ROLAMENTO/TIPO ORIGINAL SEMCAVALETE,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.25B.MRT,SUBCONJUNTO MANCAL CENTRAL,801158,APLICA A SERIE 350 E 380/BORRACHA COM ROLAMENTO/TIPO ORIGINAL SEMCAVALETE,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.25B.NK,SUBCONJUNTO MANCAL CENTRAL,NC10006,APLICA A SERIE 350 E 380/BORRACHA COM ROLAMENTO/TIPO ORIGINAL SEMCAVALETE,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.25B.SPI,SUBCONJUNTO MANCAL CENTRAL,210121CR,APLICA A SERIE 350 E 380/BORRACHA COM ROLAMENTO/TIPO ORIGINAL SEMCAVALETE,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.25B.SR,SUBCONJUNTO MANCAL CENTRAL,R3065,APLICA SERIE 350 E 380/BORRACHA COM ROLAMENTO/TIPO SUPORTE REI,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.26.AMX,BORRACHA DO ROLAMENTO,RC3510,APLICA SERIE 350 E 380/COXIM DO MANCAL/APLICA MANCAL 210121.1X/88.510,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.26.SPI,BORRACHA DO ROLAMENTO,230167.1,APLICA SERIE 350 E 380/COXIM DO MANCAL/APLICA MANCAL 210121.1X/88.510,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.26.SR,BORRACHA DO ROLAMENTO,R632,APLICA SERIE 350 E 380/COXIM DE BORRACHA/APLICA MANCAL 210121.1X/88.510,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.26B.SR,BORRACHA DO ROLAMENTO,R253,APLICA SERIE 350 E 380/COXIM DE BORRACHA/APLICA MANCAL 210121.1X/88.510/SEM ENCAIXE,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.26E.TKN,ROLAMENTO RODA DIANTEIRA EXTERNO,33210,50.00 x 90.00 x 32 mm,MB OF1721,,,
350.26G.TKN,ROLAMENTO RODA TRASEIRA INTERNO,594/592,"152,4 x 95,25 x 39,69 mm",,,,
350.26I.TKN,ROLAMENTO RODA DIANTEIRA INTERNO,33214,70.00 x 125.00 x 41.00 mm,MB OF1721,,,
350.26L.TKN,ROLAMENTO RODA TRASEIRA EXTERNO,580/572,"139,99 x 82,55 x 36,51 mm",,,,
350.27.RCB,MANCAL COMPLETO CARDAN,350.RCB,APLICA SERIE 350 E 380/COMPLETO TIPO ORIGINAL,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.27.SPI,MANCAL COMPLETO CARDAN,210121.1X,APLICA SERIE 350 E 380/COMPLETO ORIGINAL,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.27.SR,MANCAL COMPLETO CARDAN,R1067,APLICA SERIE 350 E 380/COMPLETO TIPO ORIGINAL,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.27A.SR,MANCAL COMPLETO CARDAN,R3045,APLICA SERIE 350 E 380/SUPORTE COM REGULAGEM/PROJETO SUPORTE REI,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.27B.SR,MANCAL COMPLETO CARDAN,R3067,APLICA SERIE 350 E 380/SUPORTE COM REGULAGEM/PROJETO SUPORTE REI/ROLAMENTO IMPORTADO,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.27C.SR,MANCAL COMPLETO CARDAN,R3066,APLICA SERIE 350 E 380/SUPORTE SEM REGULAGEM/PROJETO SUPORTE REI/ROLAMENTO IMPORTADO,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.27D.SR,MANCAL COMPLETO CARDAN,R3035,APLICA SERIE 350 E 380/SUPORTE SEM REGULAGEM/PROJETO SUPORTE REI/ROLAMENTO NACIONAL,MB 1620E/VM 230/VW 24.250,,50.00mm,
350.29.LN,CAPA DA PONTUVA,41.261,APLICA KIT 41.454/BASE SOLDA Ө 91.60mm/COMPRIMENTO 135.00mm/RETENTOR Ө INTERNO=91.50mm,MB 1620E/VM 230/ATEGO 2423,,,
350.29.RAP,CAPA DA PONTUVA,SC10369,APLICA KIT S621/BASE SOLDA Ө 91.60mm/COMPRIMENTO 135.00mm/RETENTOR Ө INTERNO=91.50mm,MB 1620E/VM 230/ATEGO 2423,,,
350.29.RCB,CAPA DA PONTUVA,RCB(SC10369),APLICA KIT S621/BASE SOLDA Ө 91.60mm/COMPRIMENTO 135.00mm/RETENTOR Ө INTERNO=91.50mm,MB 1620E/VM 230/ATEGO 2423,,,
350.29A.LN,CAPA DA PONTUVA,41.595,APLICA KIT 41.454/BASE SOLDA Ө 91.60mm/COMPRIMENTO 135.00mm/RETENTOR Ө INTERNO=91.50mm,MB 1620E/VM 230/ATEGO 2423,,,
350.30.LN,PARAFUSO FIXAR BRACADEIRA,41.189,APLICA SERIE 350 E 370/12.00X25.00mm/PASSO 1.25mm/CABECA OMEGA ESTRIADO,MB 1620E/VM 230/ATEGO 2423,,,
350.30.PA,PARAFUSO FIXAR BRACADEIRA,500217,APLICA SERIE 350 E 370/12.00X25.00mm/PASSO 1.25mm/CABECA OMEGA ESTRIADO,MB 1620E/VM 230/ATEGO 2423,,,
350.31.CF,BRACADEIRA DO TERMINAL,CF801,COM ABAS CRUZETA SPL 140,MB L1622 elet. 2423 L1938/L263,49.00mm,,154.00mm
350.31.LN,BRACADEIRA DO TERMINAL,41.151,TIPO ORIGINAL/SEM PARAFUSO,MB 1620E/VM 230/ATEGO 2423,49.20mm,,140.00mm
